,Oakland,Wayne,Ingham,Kent,Montcalm,St. Clair,Washtenaw,Bay,Charlevoix,Leelanau,Macomb,Monroe,Ottawa,Jackson,Otsego,Clinton,Eaton,Genesee,Livingston,Midland,Allegan,Barry,Berrien,Calhoun,Clare,Saginaw,Tuscola,Wexford,Emmet,Gladwin,Grand Traverse,Roscommon,Chippewa,Kalamazoo,Muskegon,Newaygo,Hillsdale,Isabella,Kalkaska,Lapeer,Manistee,Unknown,Iosco,Lenawee,Marquette,Sanilac,Van Buren,Gogebic,Ionia,Mecosta,Missaukee,Oceana,Ogemaw,Shiawassee,Cass,Crawford,Gratiot,Huron,Osceola,Cheboygan,Antrim,Delta,Houghton,St. Joseph,Arenac,Branch,Oscoda,Mackinac,Dickinson,Luce,Presque Isle,Mason,Schoolcraft,Menominee,Alpena,Lake,Montmorency,Alcona,Baraga,Benzie,Iron,Alger,Keweenaw,Ontonagon
2020-11-04,28199,43882,5101,17525,888,1894,6595,1825,260,173,21278,2400,6525,3937,335,1417,1412,7908,2633,1335,1716,938,3301,3640,363,4582,806,227,437,268,956,237,264,5643,4037,805,648,1245,167,1380,189,0,348,2024,2240,275,1375,495,1671,704,126,725,157,882,1201,171,715,331,232,214,165,1524,1049,1519,123,1884,65,182,873,556,95,326,119,841,196,85,40,58,158,163,508,149,25,166
2020-11-05,28831,44447,5305,18158,920,2006,6751,1892,269,182,21959,2492,6789,4014,357,1499,1486,8103,2690,1380,1800,957,3408,3731,383,4754,842,237,458,281,971,251,286,5787,4204,830,662,1289,174,1406,196,235,360,2055,2295,291,1415,506,1752,725,131,744,167,905,1237,174,730,342,244,217,176,1608,1064,1552,128,1936,67,183,886,540,96,334,120,875,196,91,44,58,173,165,524,151,24,183
2020-11-06,29154,44914,5400,18546,938,2046,6842,1938,284,190,22331,2555,7014,4087,373,1536,1556,8238,2780,1471,1857,981,3488,3860,389,4856,866,252,476,292,996,262,308,5938,4341,852,685,1320,179,1441,198,282,363,2097,2369,308,1446,528,1770,733,138,769,184,925,1274,177,751,357,254,229,187,1644,1073,1612,134,1979,71,186,920,521,98,336,126,896,207,93,48,59,178,172,534,153,25,187
2020-11-07,29849,45602,5499,18993,978,2121,6923,2084,285,196,22913,2687,7277,4205,373,1577,1624,8508,2877,1526,1941,1039,3617,4012,403,5029,900,261,489,306,1011,268,337,6126,4720,876,712,1365,183,1497,198,431,377,2134,2433,321,1495,543,1822,750,139,779,194,980,1312,179,857,370,260,240,189,1672,1113,1651,141,2018,75,187,939,527,99,344,128,905,211,93,50,61,195,176,547,158,26,198
2020-11-08,29849,45602,5499,18993,978,2174,6923,2084,285,196,22913,2687,7491,4205,373,1577,1624,8508,2877,1526,1941,1039,3729,4012,403,5029,900,261,489,306,1011,268,337,6126,4720,876,712,1365,183,1497,198,431,377,2134,2433,321,1495,543,1822,750,139,779,194,980,1312,179,857,370,260,240,189,1672,1113,1651,141,2018,75,187,939,527,99,344,128,905,211,93,50,61,195,176,547,158,26,198
2020-11-09,30859,46539,5711,19978,1042,2229,7165,2216,310,206,23744,2829,7776,4396,420,1640,1709,8831,3011,1614,2100,1112,3809,4146,424,5249,956,287,564,327,1080,297,357,6377,4745,931,792,1425,195,1529,212,867,394,2192,2573,339,1628,566,1892,782,157,813,212,1056,1404,188,865,387,279,249,213,1745,1134,1744,150,2076,78,191,964,530,107,359,131,921,227,99,52,67,210,187,565,165,28,211
2020-11-10,31563,47389,5789,20890,1080,2331,7298,2352,317,211,24532,2951,8032,4433,443,1692,1748,8998,3141,1682,2185,1157,3965,4258,432,5487,1003,307,592,340,1098,302,396,6580,4952,961,810,1465,203,1593,215,852,413,2225,2654,354,1692,582,1933,797,164,826,219,1112,1436,192,875,400,289,272,214,1773,1146,1774,165,2119,83,193,1060,537,124,378,132,962,245,102,60,68,225,193,574,172,29,217
2020-11-11,32406,48226,5945,21319,1107,2459,7393,2453,331,220,25199,3062,8330,4547,469,1750,1798,9323,3270,1790,2266,1193,4034,4353,452,5639,1047,313,635,359,1122,315,427,6678,5126,979,844,1524,207,1684,224,860,428,2251,2711,367,1760,592,1999,812,170,836,241,1149,1463,196,886,411,305,283,228,1799,1157,1870,177,2181,85,201,1142,540,128,381,136,985,250,105,64,71,255,200,582,173,29,222
2020-11-12,33092,48967,6176,22044,1151,2567,7716,2584,333,230,25854,3188,8725,4711,496,1814,1889,9568,3354,1846,2383,1245,4172,4500,462,5806,1077,325,664,378,1179,325,463,6861,5296,1020,891,1568,221,1743,236,1014,436,2302,2808,383,1807,611,2099,844,173,861,252,1194,1491,205,943,435,308,285,245,1895,1218,1914,183,2241,87,208,1149,543,130,399,141,1017,254,111,67,73,291,211,587,180,32,226
2020-11-13,33906,49811,6353,22940,1215,2687,7866,2697,344,241,26567,3368,9125,4816,525,1942,1957,9921,3498,1995,2496,1297,4313,4649,497,6036,1121,337,692,428,1232,349,504,7061,5634,1069,937,1666,235,1794,246,1697,458,2370,2883,402,1858,627,2161,882,179,886,280,1258,1552,226,1087,447,328,306,253,1982,1230,1953,199,2289,89,211,1207,560,142,409,149,1036,274,125,77,82,288,217,593,184,34,235
2020-11-14,34658,50512,6578,23631,1259,2822,7925,2846,347,255,27445,3452,9530,4965,530,2042,2086,10245,3575,2086,2596,1347,4453,4742,525,6228,1149,341,711,458,1266,359,541,7177,5828,1091,986,1741,237,1850,246,2001,477,2415,2916,408,1925,641,2228,891,182,892,291,1310,1595,226,1065,460,334,311,259,2036,1265,1993,215,2333,91,216,1245,558,149,412,153,1044,297,126,81,92,306,224,605,189,38,237
2020-11-15,34658,50512,6578,23631,1259,2897,7925,2846,357,255,27445,3452,9743,4965,557,2042,2086,10245,3575,2086,2596,1347,4598,4742,525,6228,1149,341,727,458,1266,359,541,7177,5828,1091,986,1741,237,1850,246,2001,477,2415,2916,408,1925,641,2228,891,182,892,291,1310,1595,226,1065,460,334,311,272,2036,1265,1993,215,2333,91,216,1245,558,149,412,153,1044,297,126,81,92,306,224,605,189,38,237
2020-11-16,36020,51982,6916,24996,1337,3008,8272,3048,359,277,28504,3612,10056,5262,562,2152,2199,10777,3802,2217,2818,1446,4800,4867,554,6573,1241,402,736,503,1345,381,561,7499,6304,1174,1082,1875,257,1925,260,2235,505,2481,3038,436,2010,648,2351,948,205,950,314,1387,1668,239,1135,490,348,330,277,2075,1306,2065,241,2470,98,221,1359,560,165,452,155,1077,341,133,92,104,328,240,627,191,43,244
2020-11-17,36983,52984,7038,25705,1379,3140,8428,3186,393,282,29309,3754,10394,5343,584,2193,2270,11179,3979,2297,2945,1508,4979,4974,564,6693,1286,421,772,538,1389,399,590,7654,6512,1203,1141,1922,264,2008,277,2322,522,2565,3091,448,2085,664,2396,972,213,970,322,1429,1733,247,1182,499,368,344,286,2108,1326,2095,256,2545,100,228,1391,562,168,472,156,1096,362,142,94,109,346,242,633,195,47,246
2020-11-18,37587,53790,7168,26313,1407,3223,8554,3315,421,288,29863,3892,10706,5410,601,2232,2348,11498,4016,2371,3020,1559,5113,5060,575,6849,1318,432,788,559,1424,419,624,7725,6636,1227,1171,1958,274,2073,289,2348,564,2600,3172,467,2136,678,2449,982,216,983,339,1451,1763,255,1203,528,380,362,295,2150,1348,2118,273,2604,107,233,1419,564,177,480,158,1122,381,151,99,120,359,249,646,210,55,251
2020-11-19,38325,54747,7421,27055,1455,3364,8747,3390,429,300,30457,4056,11056,5592,617,2286,2424,11773,4125,2435,3138,1592,5254,5188,592,6995,1343,449,810,585,1451,440,692,7976,6847,1267,1240,2002,276,2141,302,2721,573,2657,3244,487,2209,685,2524,1003,223,1003,351,1512,1805,267,1248,550,394,368,307,2218,1373,2184,283,2652,111,237,1446,570,181,489,160,1139,400,156,103,121,369,262,653,216,57,251
2020-11-20,39629,56126,7598,27712,1502,3527,9009,3500,449,305,31410,4217,11344,5704,631,2341,2510,12199,4401,2500,3212,1652,5405,5263,610,7205,1394,465,826,626,1517,465,664,8175,7073,1287,1298,2060,288,2180,310,3638,582,2781,3314,517,2274,689,2599,1014,231,1026,383,1573,1865,276,1602,575,403,384,317,2261,1411,2228,297,2713,113,239,1475,571,184,499,163,1151,432,160,112,124,390,275,659,218,60,254
2020-11-21,40381,57116,7733,28340,1540,3620,9086,3634,459,319,32074,4351,11706,5825,631,2396,2564,12517,4560,2564,3348,1707,5619,5309,624,7367,1426,471,835,643,1586,478,676,8256,7289,1308,1348,2114,293,2263,310,4518,591,2833,3391,548,2352,702,2638,1030,238,1039,387,1626,1926,284,1351,592,417,389,324,2286,1416,2266,309,2766,118,246,1527,571,196,504,163,1186,452,165,115,127,392,295,674,223,62,257
2020-11-22,40381,57116,7733,28340,1540,3707,9086,3634,459,319,32074,4351,12031,5825,631,2396,2564,12517,4560,2564,3348,1707,5862,5309,624,7367,1426,471,835,643,1586,478,676,8256,7289,1308,1348,2114,293,2263,310,4518,591,2833,3391,548,2352,702,2638,1030,238,1039,387,1626,1926,284,1351,592,417,389,324,2286,1416,2266,309,2766,118,246,1527,571,196,504,163,1186,452,165,115,127,392,295,674,223,62,257
2020-11-23,41470,58376,7993,29591,1667,3842,9479,3852,488,332,33116,4504,12229,6022,682,2495,2702,13031,4787,2663,3505,1812,5954,5476,656,7670,1490,529,855,689,1683,522,699,8566,7574,1412,1438,2204,306,2374,344,4600,615,2937,3487,606,2501,722,2757,1089,253,1092,414,1692,1996,296,1377,638,456,425,345,2318,1435,2335,355,2842,125,249,1574,573,215,534,167,1205,495,179,125,141,410,321,688,228,65,267
2020-11-24,42349,59316,8159,30084,1682,3916,9659,3935,502,342,33790,4740,12467,6162,682,2513,2774,13378,4934,2734,3612,1841,6004,5538,668,7834,1521,541,870,709,1743,536,748,8677,7737,1433,1471,2237,318,2412,352,4666,652,2977,3529,620,2569,739,2818,1103,262,1110,433,1737,2035,302,1428,669,463,438,357,2336,1448,2376,366,2866,132,259,1590,577,223,552,166,1220,520,181,132,147,415,335,692,231,65,270
2020-11-25,42850,59931,8274,30512,1723,4007,9784,4029,517,350,34215,4808,12667,6237,709,2534,2823,13550,4998,2777,3655,1876,6152,5586,696,7928,1546,557,900,732,1778,555,768,8810,7853,1459,1501,2289,324,2484,354,4659,668,3049,3554,645,2606,745,2868,1122,265,1122,444,1769,2068,310,1463,701,470,453,375,2343,1478,2397,377,2903,140,263,1634,579,228,561,168,1239,537,182,140,155,440,347,698,232,66,270
2020-11-26,42850,59931,8274,30512,1723,4117,9784,4029,517,350,34215,4808,12667,6237,709,2534,2823,13550,4998,2777,3655,1876,6332,5586,696,7928,1546,557,900,732,1778,555,768,8810,7853,1459,1501,2289,324,2484,354,4659,668,3049,3554,645,2606,745,2868,1122,265,1122,444,1769,2068,310,1463,701,470,453,375,2343,1478,2397,377,2903,140,263,1634,579,228,561,168,1239,537,182,140,155,440,347,698,232,66,270
2020-11-27,44624,62299,8623,32138,1944,4274,10121,4277,542,365,36060,5061,13324,6732,725,2612,2948,14171,5336,2889,3813,2041,6571,5828,733,8259,1651,608,926,792,1849,599,812,9136,8296,1541,1586,2370,346,2672,375,4938,688,3254,3656,764,2727,761,3031,1200,281,1180,481,1859,2141,332,1595,749,508,471,397,2404,1499,2489,412,2989,149,277,1675,584,242,577,172,1287,592,190,154,168,478,378,710,240,67,275
2020-11-28,45701,63632,8832,32588,1974,4373,10332,4378,570,369,36826,5204,13571,6894,747,2687,3076,14742,5541,2935,3870,2106,6702,5914,745,8362,1683,617,940,800,1915,610,862,9304,8366,1573,1643,2409,355,2765,382,5437,715,3328,3692,780,2792,770,3076,1223,283,1190,506,1909,2171,329,1574,756,515,480,413,2437,1519,2523,425,3063,156,281,1711,585,264,588,173,1298,637,191,168,176,471,399,716,251,68,275
2020-11-29,45701,63632,8832,32588,1974,4438,10332,4378,570,369,36826,5204,13700,6894,747,2687,3076,14742,5541,2935,3870,2106,6825,5914,745,8362,1683,617,940,800,1915,610,862,9304,8366,1573,1643,2409,355,2765,382,5437,715,3328,3692,780,2792,770,3076,1223,283,1190,506,1909,2171,329,1574,756,515,480,413,2437,1519,2523,425,3063,156,281,1711,585,264,588,173,1298,637,191,168,176,471,399,716,251,68,275
2020-11-30,46874,65146,9108,33402,2020,4535,10593,4535,595,377,37952,5403,13912,6962,769,2788,3178,15157,5746,3044,4065,2201,6897,6035,771,8639,1737,670,976,835,1979,641,858,9568,8507,1632,1694,2484,373,2884,393,5913,758,3384,3726,816,2884,787,3177,1261,293,1212,533,2008,2239,354,1643,801,545,497,439,2492,1542,2617,446,3116,178,291,1740,586,284,611,176,1328,680,206,184,192,478,434,727,246,68,275
2020-12-01,47475,65878,9323,33963,2054,4732,10887,4599,619,386,38600,5530,14120,7063,779,2871,3254,15379,5881,3097,4151,2249,6964,6105,789,8795,1796,686,992,855,2000,656,894,9718,8602,1652,1721,2568,377,2957,399,6010,798,3420,3796,863,2955,799,3241,1279,296,1222,551,2053,2276,365,1681,827,559,519,446,2504,1558,2652,459,3158,190,296,1754,586,293,618,175,1352,719,205,196,198,489,445,730,254,71,280
2020-12-02,48402,67080,9495,34544,2148,4864,10924,4643,643,391,39490,5625,14386,7227,799,2939,3342,15647,5957,3136,4214,2292,7095,6202,809,8904,1823,706,1005,869,2036,693,912,9863,8727,1725,1762,2597,380,3044,409,6017,824,3507,3825,908,3007,814,3313,1300,306,1250,567,2122,2318,371,1782,873,580,525,466,2554,1584,2692,464,3197,200,305,1807,589,295,638,175,1380,732,213,197,204,505,449,739,256,71,283
2020-12-03,49136,68022,9633,35140,2174,4979,11198,4773,655,405,40060,5711,14704,7449,811,3026,3433,15934,6118,3171,4325,2358,7216,6339,843,9247,1855,713,1016,891,2110,704,952,10028,8908,1766,1819,2664,385,3124,415,6388,833,3600,3901,933,3054,841,3390,1316,312,1291,600,2194,2342,376,2116,902,600,535,477,2588,1630,2731,477,3241,208,312,1831,588,295,649,184,1388,749,217,204,225,499,467,741,258,71,288
2020-12-04,50014,69408,9831,35832,2503,5129,11283,4898,668,416,40931,5859,15102,8481,826,3070,3531,16325,6236,3224,4429,2410,7432,6436,868,9456,1911,737,1028,914,2165,718,2310,10125,9683,1808,1881,2693,394,3200,444,1118,851,4110,3939,978,3154,861,4166,1344,318,1324,623,2271,2407,380,3526,960,611,556,483,2613,1661,2776,482,3292,222,315,1861,960,324,669,186,1407,789,220,210,251,568,491,746,373,74,291
2020-12-05,50593,70257,9940,36189,2546,5260,11306,4969,689,424,41547,5976,15326,8588,829,3099,3585,16694,6290,3254,4496,2442,7553,6542,876,9641,1941,748,1044,924,2209,736,2336,10238,9740,1829,1916,2720,395,3272,453,1751,865,4141,3966,1042,3189,866,4200,1357,318,1328,657,2286,2449,388,3545,991,623,571,497,2626,1682,2824,495,3322,232,324,1884,961,337,677,188,1410,827,224,220,257,569,501,752,375,75,292
2020-12-06,50593,70257,9940,36189,2546,5324,11306,4969,689,424,41547,5976,15499,8588,829,3099,3585,16694,6290,3254,4496,2442,7664,6542,876,9641,1941,748,1044,924,2209,736,2336,10238,9740,1829,1916,2720,395,3272,453,1751,865,4141,3966,1042,3189,866,4200,1357,318,1328,657,2286,2449,388,3545,991,623,571,497,2626,1682,2824,495,3322,232,324,1884,961,337,677,188,1410,827,224,220,257,569,501,752,375,75,292
2020-12-07,51468,71527,10149,37011,2642,5480,11629,5129,718,445,42376,6134,15650,8751,846,3153,3689,17148,6490,3315,4624,2494,7758,6671,901,9947,1999,772,1080,946,2310,770,2356,10383,9891,1871,1960,2782,408,3355,465,2374,892,4242,4026,1110,3299,876,4261,1386,336,1362,689,2361,2529,398,3598,1035,637,593,501,2647,1704,2880,511,3384,247,328,1907,961,362,707,194,1425,878,230,226,273,573,519,756,379,78,294
2020-12-08,52330,72718,10298,37409,2658,5589,11809,5175,740,463,43035,6301,15824,8892,867,3190,3743,17420,6616,3378,4686,2531,7893,6731,924,10085,2018,784,1092,964,2366,779,2392,10491,9969,1899,1989,2816,412,3418,478,2529,916,4294,4036,1141,3360,892,4292,1407,343,1402,702,2398,2564,405,3630,1082,651,603,516,2662,1750,2935,521,3416,251,333,1927,961,368,734,198,1444,893,236,234,288,590,535,757,384,78,296
2020-12-09,52856,73402,10476,37822,2706,5692,11941,5241,745,472,43582,6375,16005,8971,870,3232,3810,17646,6677,3401,4758,2566,8010,6833,941,10208,2055,800,1097,992,2394,788,2416,10619,10052,1934,2032,2843,420,3489,485,2563,935,4366,4049,1171,3412,913,4345,1437,353,1424,716,2436,2606,408,3658,1125,667,609,520,2697,1783,2983,527,3445,251,339,1946,962,372,752,201,1468,903,244,240,290,595,546,763,385,79,296
2020-12-10,53510,74404,10654,38373,2748,5821,12165,5325,749,485,44119,6458,16235,9083,883,3285,3900,17978,6811,3451,4857,2594,8095,6912,963,10435,2083,811,1112,1009,2443,796,2441,10732,10155,1949,2076,2893,423,3531,492,2645,944,4423,4088,1187,3468,922,4376,1457,361,1440,728,2467,2659,410,3702,1164,677,621,526,2723,1815,3021,531,3480,253,345,1956,962,379,761,201,1480,919,250,240,293,598,554,766,385,80,296
2020-12-11,54042,75110,10783,38726,2796,5910,12286,5377,768,492,44527,6548,16402,9213,901,3311,3945,18242,6913,3479,4892,2617,8203,6987,982,10620,2129,841,1126,1021,2473,804,2459,10809,10253,1977,2115,2930,429,3597,502,3209,951,4471,4111,1211,3525,938,4408,1474,370,1456,740,2491,2705,415,3758,1212,694,632,532,2738,1833,3071,537,3519,258,349,1975,965,408,771,203,1487,939,255,248,294,610,563,768,389,82,296
2020-12-12,54497,75824,10920,39038,2846,5988,12334,5409,769,500,44931,6645,16517,9256,901,3349,3978,18482,6973,3503,4955,2640,8288,7035,990,10767,2169,851,1131,1037,2484,809,2482,10892,10277,1990,2145,2962,432,3706,509,3556,959,4541,4148,1231,3580,947,4426,1499,372,1461,753,2515,2722,425,3763,1253,700,636,532,2749,1846,3098,542,3537,261,351,1992,967,414,783,204,1493,964,255,250,295,615,573,770,392,82,298
2020-12-13,54497,75824,10920,39038,2846,6028,12334,5409,769,500,44931,6645,16645,9256,901,3349,3978,18482,6973,3503,4955,2640,8358,7035,990,10767,2169,851,1131,1037,2484,809,2482,10892,10277,1990,2145,2962,432,3706,509,3556,959,4541,4148,1231,3580,947,4426,1499,372,1461,753,2515,2722,425,3763,1253,700,636,532,2749,1846,3098,542,3537,261,351,1992,967,414,783,204,1493,964,255,250,295,615,573,770,392,82,298
2020-12-14,55183,76791,11097,39597,3059,6085,12636,5494,783,515,45516,6787,16758,9363,924,3406,4030,18933,7079,3536,5065,2674,8471,7104,1023,10896,2210,868,1152,1055,2609,831,2492,11014,10376,2017,2197,3021,449,3725,522,4312,980,4616,4173,1256,3649,957,4455,1521,386,1489,772,2555,2793,426,3824,1297,719,651,549,2768,1851,3159,553,3565,269,351,2019,966,442,805,203,1505,1000,257,258,302,608,582,777,394,82,299
2020-12-15,55885,77768,11225,39888,2916,6153,12874,5556,790,522,46118,6867,16920,9469,926,3451,4077,19205,7201,3578,5102,2704,8530,7183,1038,10974,2245,881,1161,1060,2648,843,2523,11146,10457,2024,2245,3049,450,3812,530,4526,997,4710,4187,1276,3685,964,4481,1536,391,1501,779,2580,2826,434,3853,1332,727,657,555,2775,1871,3186,557,3599,275,354,2037,966,444,820,203,1515,1003,259,259,304,611,592,776,395,82,300
2020-12-16,56343,78357,11362,40259,2963,6259,12966,5613,794,530,46496,6924,17129,9561,933,3499,4118,19452,7251,3631,5185,2730,8612,7263,1051,11105,2289,896,1164,1070,2689,853,2537,11257,10562,2064,2271,3084,454,3864,537,4630,1005,4712,4211,1296,3732,977,4508,1557,397,1509,790,2610,2859,438,3893,1343,737,660,561,2799,1887,3242,557,3612,278,356,2045,969,450,846,204,1521,1006,268,259,304,611,598,780,395,83,300
2020-12-17,56825,79023,11488,40577,2987,6326,13135,5676,804,539,46832,6984,17305,9682,935,3556,4164,19731,7314,3638,5244,2745,8657,7319,1079,11247,2315,915,1167,1076,2720,872,2573,11368,10651,2083,2303,3113,457,3915,543,4774,1025,4790,4229,1322,3764,983,4535,1565,400,1524,811,2634,2888,439,3914,1373,746,669,571,2814,1898,3260,563,3633,278,358,2059,970,455,866,206,1533,1018,269,260,310,615,608,783,397,83,300
2020-12-18,57285,79682,11622,40862,3028,6397,13240,5744,810,555,47154,7057,17412,9784,954,3599,4237,19943,7399,3678,5298,2761,8730,7375,1102,11455,2347,932,1169,1088,2759,888,2585,11445,10718,2093,2324,3156,461,4012,559,4921,1031,4848,4251,1340,3801,988,4570,1576,403,1532,820,2669,2911,444,3952,1388,752,675,577,2823,1907,3301,569,3659,280,359,2074,970,461,874,211,1542,1034,271,272,321,619,616,785,402,83,300
2020-12-19,57698,80316,11827,41084,3028,6443,13251,5818,821,569,47426,7105,17600,9815,966,3539,4266,20216,7399,3697,5355,2741,8788,7495,1119,11519,2379,940,1169,1094,2766,907,2600,11581,10759,2114,2255,3166,464,4036,554,5340,1045,4915,4267,1357,3853,991,4596,1576,405,1537,843,2689,2942,444,3981,1406,776,694,577,2820,1928,3353,567,3720,279,361,2079,970,471,890,211,1571,1063,283,255,322,604,607,789,407,76,302
2020-12-20,57698,80316,11827,41084,3028,6467,13251,5818,821,569,47426,7105,17700,9815,966,3539,4266,20216,7399,3697,5355,2741,8840,7495,1119,11519,2379,940,1169,1094,2766,907,2600,11581,10759,2114,2255,3166,464,4036,554,5340,1045,4915,4267,1357,3853,991,4596,1576,405,1537,843,2689,2942,444,3981,1406,776,694,577,2820,1928,3353,567,3720,279,361,2079,970,471,890,211,1571,1063,283,255,322,604,607,789,407,76,302
2020-12-21,58249,81164,11951,41452,3052,6536,13420,5888,830,576,47803,7210,17728,9884,990,3594,4327,20488,7504,3744,5421,2769,8840,7559,1141,11652,2407,947,1182,1106,2839,913,2612,11675,10806,2132,2298,3209,470,4093,563,5459,1069,5004,4298,1376,3893,988,4629,1586,415,1550,858,2747,2980,441,4028,1431,783,705,578,2836,1930,3387,573,3753,282,363,2095,970,493,912,212,1589,1080,284,263,325,605,613,792,409,77,303
2020-12-22,58636,81769,12041,41604,3064,6605,13572,5904,831,581,48035,7259,17754,9919,996,3622,4370,20613,7509,3784,5477,2834,8939,7551,1154,11691,2415,961,1187,1116,2861,916,2703,11739,10837,2158,2413,3230,471,4145,579,5854,1071,5042,4310,1383,3890,989,4641,1589,419,1556,865,2776,2996,444,4036,1448,797,711,581,2841,1938,3407,575,3745,284,365,2105,971,496,920,211,1607,1091,288,269,325,609,622,792,413,77,303
2020-12-23,58949,82242,12095,41840,3086,6677,13572,5962,835,591,48331,7324,17928,9976,1002,3652,4405,20798,7550,3825,5509,2844,8982,7601,1164,11860,2551,968,1187,1129,2892,922,2657,11772,10853,2184,2437,3259,473,4192,585,6417,1075,5103,4325,1404,3918,988,4663,1601,424,1563,868,2807,3015,446,4050,1467,803,711,586,2853,1939,3435,580,3763,283,366,2116,971,497,940,211,1620,1094,291,271,326,611,631,800,417,78,303
2020-12-24,58949,82242,12095,41840,3086,6725,13572,5962,835,591,48331,7324,18058,9976,1002,3652,4405,20798,7550,3825,5509,2844,9058,7601,1164,11860,2551,968,1187,1129,2892,922,2657,11772,10853,2184,2437,3259,473,4192,585,6417,1075,5103,4325,1404,3918,988,4663,1601,424,1563,868,2807,3015,446,4050,1467,803,711,586,2853,1939,3435,580,3763,283,366,2116,971,497,940,211,1620,1094,291,271,326,611,631,800,417,78,303
2020-12-25,58949,82242,12095,41840,3086,6755,13572,5962,835,591,48331,7324,18128,9976,1002,3652,4405,20798,7550,3825,5509,2844,9100,7601,1164,11860,2551,968,1187,1129,2892,922,2657,11772,10853,2184,2437,3259,473,4192,585,6417,1075,5103,4325,1404,3918,988,4663,1601,424,1563,868,2807,3015,446,4050,1467,803,711,586,2853,1939,3435,580,3763,283,366,2116,971,497,940,211,1620,1094,291,271,326,611,631,800,417,78,303
2020-12-26,59724,83409,12299,42379,3133,6798,13742,6075,838,606,48947,7412,18206,10101,1002,3697,4485,21154,7655,3876,5620,2880,9125,7703,1181,12084,2585,971,1195,1154,2949,950,2691,11994,10971,2206,2495,3317,483,4236,606,6867,1091,5235,4370,1459,3972,993,4747,1622,438,1587,894,2867,3066,448,4070,1500,818,727,597,2867,1951,3495,585,3828,288,372,2144,975,516,965,211,1643,1122,295,274,329,605,642,806,424,79,304
